Postcode,"Avg asking price","Average £/sqft","Sales per month","Turnover (sale)","Avg asking rent (pm)","Avg yield","Turnover (rental)",3yr,"Crime rate",Population,Degree,"Avg. household income","Social rent",URL
NR19,"244,832",210,21,10,676,3.3,,12,85,"20,332",17,"38,200",14,https://propertydata.co.uk/draw?input=NR19
NR20,"355,830",240,17,11,,,,10,43,"19,147",23,"41,600",11,https://propertydata.co.uk/draw?input=NR20
NR21,"288,404",240,14,7,681,2.8,,11,54,"15,893",21,"38,300",15,https://propertydata.co.uk/draw?input=NR21
NR24,"333,047",212,4,7,,,,11,51,"4,409",23,"41,700",10,https://propertydata.co.uk/draw?input=NR24
NR25,"444,130",321,12,10,,,,12,50,"8,851",28,"38,100",17,https://propertydata.co.uk/draw?input=NR25
NR26,"362,075",261,8,7,,,,11,61,"8,410",25,"37,700",9,https://propertydata.co.uk/draw?input=NR26
NR27,"333,692",262,13,9,719,2.6,,11,72,"11,806",22,"35,100",11,https://propertydata.co.uk/draw?input=NR27
NR28,"283,432",232,13,7,,,,10,58,"17,331",19,"36,500",15,https://propertydata.co.uk/draw?input=NR28
NR29,"303,530",231,18,6,,,,9,49,"20,019",18,"39,300",8,https://propertydata.co.uk/draw?input=NR29
NR30,"164,407",155,21,6,666,4.9,,10,214,"30,729",12,"32,300",20,https://propertydata.co.uk/draw?input=NR30
NR31,"212,625",201,40,9,718,4.1,88,10,97,"49,980",15,"37,100",17,https://propertydata.co.uk/draw?input=NR31
NR32,"200,835",187,31,8,622,3.7,91,11,126,"38,189",15,"36,400",17,https://propertydata.co.uk/draw?input=NR32
NR33,"204,844",206,33,8,617,3.6,,11,77,"39,592",16,"37,300",11,https://propertydata.co.uk/draw?input=NR33
NR34,"289,021",243,17,8,707,2.9,,13,60,"22,370",22,"40,500",14,https://propertydata.co.uk/draw?input=NR34
NR35,"269,534",228,11,10,,,,13,54,"10,877",24,"41,800",13,https://propertydata.co.uk/draw?input=NR35
NW1,"787,540",980,17,1,"1,933",2.9,20,5,265,"60,883",44,"50,100",41,https://propertydata.co.uk/draw?input=NW1
NW2,"515,483",631,19,1,"1,388",3.2,31,9,143,"67,539",39,"50,000",21,https://propertydata.co.uk/draw?input=NW2
NW3,"975,397","1,025",29,1,"2,272",2.8,22,8,122,"51,741",60,"62,200",19,https://propertydata.co.uk/draw?input=NW3
NW4,"461,246",554,12,1,"1,348",3.5,28,10,139,"32,003",41,"53,000",9,https://propertydata.co.uk/draw?input=NW4
NW5,"706,991",838,16,2,"1,608",2.7,28,11,131,"30,948",48,"51,200",43,https://propertydata.co.uk/draw?input=NW5
NW6,"669,678",853,35,1,"1,610",2.9,26,10,145,"62,819",50,"55,100",28,https://propertydata.co.uk/draw?input=NW6
NW7,"658,678",566,14,3,"1,452",2.6,43,8,111,"25,222",39,"58,200",12,https://propertydata.co.uk/draw?input=NW7
NW8,"1,063,939","1,094",14,1,"2,630",3.0,18,7,105,"33,831",44,"52,500",31,https://propertydata.co.uk/draw?input=NW8
NW9,"438,494",575,24,2,"1,502",4.1,7,8,136,"60,156",32,"48,300",27,https://propertydata.co.uk/draw?input=NW9
NW10,"520,395",599,30,2,"1,439",3.3,24,9,175,"91,820",29,"45,800",35,https://propertydata.co.uk/draw?input=NW10
NW11,"892,564",708,14,2,"1,627",2.2,25,6,106,"32,567",48,"58,800",6,https://propertydata.co.uk/draw?input=NW11
OL1,"187,323",130,6,6,509,3.3,,9,,"21,376",16,"32,200",39,https://propertydata.co.uk/draw?input=OL1
OL2,"199,003",196,32,13,,,,13,,"42,193",20,"39,800",14,https://propertydata.co.uk/draw?input=OL2
OL3,"318,054",236,10,6,783,3.0,,8,2,"15,192",20,"47,600",7,https://propertydata.co.uk/draw?input=OL3
OL4,"190,918",146,26,12,,,,10,,"44,247",18,"36,400",18,https://propertydata.co.uk/draw?input=OL4
OL5,"194,380",170,12,11,,,,10,,"10,957",29,"41,900",14,https://propertydata.co.uk/draw?input=OL5
OL6,"202,612",173,16,10,564,3.3,,9,1,"28,679",17,"34,900",25,https://propertydata.co.uk/draw?input=OL6
OL7,"195,961",138,8,11,,,,8,,"16,831",15,"31,500",29,https://propertydata.co.uk/draw?input=OL7
OL8,"153,992",114,16,13,,,,7,,"39,658",12,"31,200",32,https://propertydata.co.uk/draw?input=OL8
OL9,"187,809",146,19,11,,,,11,,"40,884",15,"36,000",21,https://propertydata.co.uk/draw?input=OL9
OL10,"183,117",147,19,11,681,4.5,,8,,"27,624",15,"34,900",26,https://propertydata.co.uk/draw?input=OL10
OL11,"191,062",163,29,17,,,,12,1,"45,484",21,"36,700",23,https://propertydata.co.uk/draw?input=OL11
OL12,"176,154",172,37,16,,,,10,19,"46,131",20,"36,700",24,https://propertydata.co.uk/draw?input=OL12
OL13,"162,774",119,16,11,552,4.1,,10,134,"15,293",19,"35,000",17,https://propertydata.co.uk/draw?input=OL13
OL14,"222,700",131,15,12,,,,13,103,"15,589",29,"37,000",14,https://propertydata.co.uk/draw?input=OL14
OL15,"222,640",185,9,6,,,,12,1,"14,635",22,"41,400",7,https://propertydata.co.uk/draw?input=OL15
OL16,"185,565",171,24,15,,,,10,,"37,236",18,"35,300",20,https://propertydata.co.uk/draw?input=OL16
OX1,"467,657",449,10,3,"1,405",3.6,28,9,152,"25,597",52,"52,100",16,https://propertydata.co.uk/draw?input=OX1
OX2,"487,324",476,32,4,"1,359",3.3,27,8,61,"39,430",59,"60,400",10,https://propertydata.co.uk/draw?input=OX2
OX3,"412,864",430,17,2,"1,573",4.6,25,8,80,"43,429",41,"52,300",22,https://propertydata.co.uk/draw?input=OX3
OX4,"361,318",416,25,2,"1,671",5.5,26,10,121,"62,004",34,"47,300",25,https://propertydata.co.uk/draw?input=OX4
OX5,"397,401",363,11,3,"1,149",3.5,33,9,52,"23,256",32,"54,700",9,https://propertydata.co.uk/draw?input=OX5
OX7,"411,673",309,25,9,"1,074",3.1,50,9,51,"22,861",38,"50,500",13,https://propertydata.co.uk/draw?input=OX7
OX9,"477,575",411,11,5,"1,056",2.7,47,9,69,"14,025",35,"56,800",10,https://propertydata.co.uk/draw?input=OX9
OX10,"426,986",379,26,8,"1,099",3.1,53,7,49,"26,443",38,"55,400",14,https://propertydata.co.uk/draw?input=OX10
OX11,"317,177",337,37,7,956,3.6,66,8,70,"33,218",32,"60,500",13,https://propertydata.co.uk/draw?input=OX11
OX12,"350,099",305,26,8,925,3.2,70,9,52,"25,199",33,"57,600",15,https://propertydata.co.uk/draw?input=OX12
OX13,"534,879",333,10,6,,,,8,40,"13,497",35,"58,500",12,https://propertydata.co.uk/draw?input=OX13
OX14,"345,129",346,33,6,907,3.2,70,9,66,"44,281",36,"58,500",15,https://propertydata.co.uk/draw?input=OX14
OX15,"434,272",316,24,12,"1,224",3.4,,8,37,"18,023",27,"55,500",8,https://propertydata.co.uk/draw?input=OX15
OX16,"255,892",260,30,5,787,3.7,58,7,106,"46,663",21,"44,200",18,https://propertydata.co.uk/draw?input=OX16
OX17,"432,838",313,19,10,"1,111",3.1,,6,44,"17,197",24,"52,600",10,https://propertydata.co.uk/draw?input=OX17
OX18,"311,530",300,19,5,"1,026",4.0,32,10,49,"25,236",28,"55,700",12,https://propertydata.co.uk/draw?input=OX18
OX20,"525,886",397,5,7,,,,10,38,"4,815",38,"56,300",10,https://propertydata.co.uk/draw?input=OX20
OX25,"416,432",319,10,6,"1,169",3.4,,10,73,"10,083",29,"58,400",8,https://propertydata.co.uk/draw?input=OX25
OX26,"324,962",326,26,4,991,3.7,81,7,83,"33,128",27,"55,600",12,https://propertydata.co.uk/draw?input=OX26
OX27,"395,743",338,4,3,,,,10,56,"6,847",30,"58,300",9,https://propertydata.co.uk/draw?input=OX27
OX28,"297,165",327,19,4,950,3.8,44,7,67,"27,576",30,"52,100",16,https://propertydata.co.uk/draw?input=OX28
OX29,"437,447",343,17,4,"1,210",3.3,33,7,43,"23,056",32,"53,900",10,https://propertydata.co.uk/draw?input=OX29
OX33,"474,146",385,6,5,"1,118",2.8,,10,86,"7,555",38,"56,600",8,https://propertydata.co.uk/draw?input=OX33
OX39,"531,125",386,12,12,,,,10,40,"6,860",33,"58,300",6,https://propertydata.co.uk/draw?input=OX39
OX44,"442,520",384,4,3,,,,10,31,"8,080",23,"55,700",11,https://propertydata.co.uk/draw?input=OX44
OX49,"607,394",408,3,5,,,,10,47,"4,243",38,"56,800",11,https://propertydata.co.uk/draw?input=OX49
PE1,"189,420",196,21,5,653,4.1,45,9,223,"49,128",15,"36,400",25,https://propertydata.co.uk/draw?input=PE1
PE2,"203,085",211,30,5,731,4.3,47,9,122,"44,286",21,"43,300",19,https://propertydata.co.uk/draw?input=PE2
PE3,"269,061",203,11,5,803,3.6,43,4,154,"28,875",21,"41,300",23,https://propertydata.co.uk/draw?input=PE3
PE4,"218,585",219,21,9,746,4.1,40,8,94,"28,267",18,"41,100",20,https://propertydata.co.uk/draw?input=PE4
PE5,,273,,,,,,8,48,"1,453",37,"50,900",8,https://propertydata.co.uk/draw?input=PE5
PE6,"281,365",217,32,8,777,3.3,60,6,66,"35,872",19,"45,800",10,https://propertydata.co.uk/draw?input=PE6
PE7,"229,715",222,39,7,742,3.9,38,8,85,"42,722",20,"46,300",12,https://propertydata.co.uk/draw?input=PE7
PE8,"390,007",244,13,6,900,2.8,38,7,49,"17,740",37,"51,400",13,https://propertydata.co.uk/draw?input=PE8
PE9,"364,592",288,21,5,858,2.8,80,7,73,"31,073",32,"47,900",13,https://propertydata.co.uk/draw?input=PE9
PE10,"261,924",202,21,6,701,3.2,59,9,66,"22,032",34,"44,500",10,https://propertydata.co.uk/draw?input=PE10
PE11,"218,644",182,35,7,683,3.7,89,7,106,"43,063",17,"37,100",13,https://propertydata.co.uk/draw?input=PE11
PE12,"249,019",183,34,8,638,3.1,100,7,73,"39,798",15,"35,100",12,https://propertydata.co.uk/draw?input=PE12
PE13,"222,401",173,25,7,604,3.3,69,7,124,"35,183",13,"37,400",17,https://propertydata.co.uk/draw?input=PE13
PE14,"308,458",192,18,8,,,,10,60,"20,847",14,"40,000",10,https://propertydata.co.uk/draw?input=PE14
PE15,"250,778",195,27,7,734,3.5,100,6,87,"29,866",15,"39,500",10,https://propertydata.co.uk/draw?input=PE15
PE16,"243,868",197,12,10,,,,8,82,"10,432",18,"43,100",10,https://propertydata.co.uk/draw?input=PE16
PE19,"289,577",213,32,8,863,3.6,100,5,76,"43,793",26,"48,600",14,https://propertydata.co.uk/draw?input=PE19
PE20,"264,618",167,11,6,,,,7,66,"14,114",15,"34,600",19,https://propertydata.co.uk/draw?input=PE20
PE21,"162,922",160,23,5,637,4.7,33,9,152,"42,839",14,"32,500",20,https://propertydata.co.uk/draw?input=PE21
PE22,"230,838",159,8,5,,,,9,58,"16,817",15,"34,700",11,https://propertydata.co.uk/draw?input=PE22
PE23,"237,161",165,13,10,,,,8,80,"8,681",22,"36,300",11,https://propertydata.co.uk/draw?input=PE23
PE24,"224,118",171,12,8,,,,5,94,"11,640",11,"28,900",9,https://propertydata.co.uk/draw?input=PE24
PE25,"176,151",158,13,5,467,3.2,,8,218,"21,731",10,"25,300",16,https://propertydata.co.uk/draw?input=PE25
PE26,"286,767",208,7,4,,,,9,71,"11,766",23,"45,800",13,https://propertydata.co.uk/draw?input=PE26
PE27,"279,898",303,14,6,845,3.6,,7,79,"19,904",28,"50,100",10,https://propertydata.co.uk/draw?input=PE27
PE28,"342,278",271,36,8,829,2.9,100,7,50,"47,928",30,"51,200",9,https://propertydata.co.uk/draw?input=PE28
PE29,"257,424",257,25,7,776,3.6,68,8,114,"29,522",27,"48,300",20,https://propertydata.co.uk/draw?input=PE29
PE30,"196,006",200,29,9,649,4.0,17,9,139,"43,995",17,"40,000",18,https://propertydata.co.uk/draw?input=PE30
PE31,"386,604",280,24,10,906,2.8,,7,44,"19,904",21,"38,400",10,https://propertydata.co.uk/draw?input=PE31
PE32,"327,525",217,13,12,,,,8,48,"15,316",22,"41,500",14,https://propertydata.co.uk/draw?input=PE32
PE33,"307,419",205,14,11,,,,6,40,"15,804",22,"42,300",8,https://propertydata.co.uk/draw?input=PE33
PE34,"299,508",197,9,8,,,,8,54,"13,973",17,"39,500",11,https://propertydata.co.uk/draw?input=PE34
PE36,"357,360",261,11,10,,,,8,71,"6,362",21,"35,000",10,https://propertydata.co.uk/draw?input=PE36
PE37,"282,533",215,15,10,,,,9,92,"10,218",16,"37,200",17,https://propertydata.co.uk/draw?input=PE37
PE38,"268,727",217,16,10,741,3.3,,6,64,"14,855",19,"39,500",12,https://propertydata.co.uk/draw?input=PE38
PL1,"176,884",196,19,4,640,4.3,29,11,337,"22,523",23,"32,400",38,https://propertydata.co.uk/draw?input=PL1
PL2,"168,881",164,25,12,634,4.5,,8,110,"30,772",24,"38,300",23,https://propertydata.co.uk/draw?input=PL2
PL3,"245,184",196,32,15,693,3.4,41,7,72,"30,861",26,"42,700",13,https://propertydata.co.uk/draw?input=PL3
PL4,"157,749",150,19,3,656,5.0,21,6,165,"36,375",24,"35,100",12,https://propertydata.co.uk/draw?input=PL4
PL5,"160,337",171,25,15,,,,10,112,"42,921",13,"35,100",32,https://propertydata.co.uk/draw?input=PL5
PL6,"256,789",219,27,16,,,,7,70,"40,941",19,"39,600",17,https://propertydata.co.uk/draw?input=PL6
PL7,"251,448",227,31,19,,,,8,50,"31,462",24,"43,700",7,https://propertydata.co.uk/draw?input=PL7
PL8,"507,450",294,7,11,,,,8,26,"5,587",41,"47,200",12,https://propertydata.co.uk/draw?input=PL8
PL9,"286,131",254,33,19,,,,8,49,"27,946",27,"44,600",5,https://propertydata.co.uk/draw?input=PL9
PL10,"289,310",226,3,5,,,,8,44,"3,453",30,"39,800",15,https://propertydata.co.uk/draw?input=PL10
PL11,"244,263",202,9,11,,,,9,48,"10,495",24,"38,500",13,https://propertydata.co.uk/draw?input=PL11
PL12,"279,166",211,20,10,743,3.2,,8,62,"21,884",28,"43,000",12,https://propertydata.co.uk/draw?input=PL12
PL13,"286,522",243,9,7,,,,11,65,"9,400",23,"35,200",12,https://propertydata.co.uk/draw?input=PL13
PL14,"281,319",205,21,9,,,,9,71,"22,849",24,"37,700",14,https://propertydata.co.uk/draw?input=PL14
PL15,"267,205",198,15,5,,,,6,50,"20,080",22,"37,300",10,https://propertydata.co.uk/draw?input=PL15
PL16,"340,714",203,2,6,,,,8,35,"1,889",26,"40,700",8,https://propertydata.co.uk/draw?input=PL16
PL17,"264,096",202,7,5,,,,9,41,"10,071",27,"39,000",10,https://propertydata.co.uk/draw?input=PL17
PL18,"254,109",204,7,10,,,,8,35,"4,896",32,"38,900",10,https://propertydata.co.uk/draw?input=PL18
PL19,"300,353",249,17,9,,,,6,43,"16,443",31,"40,000",10,https://propertydata.co.uk/draw?input=PL19
PL20,"343,610",218,9,11,,,,9,40,"12,084",35,"43,500",11,https://propertydata.co.uk/draw?input=PL20
PL21,"310,243",256,16,12,,,,9,43,"17,741",32,"45,700",9,https://propertydata.co.uk/draw?input=PL21
PL22,"309,363",222,4,5,,,,8,49,"3,641",29,"37,600",9,https://propertydata.co.uk/draw?input=PL22
PL23,"394,998",283,7,6,,,,8,46,"3,410",32,"35,000",13,https://propertydata.co.uk/draw?input=PL23
PL24,"218,896",201,6,7,,,,8,59,"10,444",18,"34,600",12,https://propertydata.co.uk/draw?input=PL24
PL25,"263,316",205,21,8,,,,8,108,"25,532",20,"37,000",12,https://propertydata.co.uk/draw?input=PL25
PL26,"262,997",197,21,9,,,,7,57,"26,581",19,"37,000",10,https://propertydata.co.uk/draw?input=PL26
PL27,"393,178",260,11,7,,,,6,44,"12,081",25,"35,500",12,https://propertydata.co.uk/draw?input=PL27
PL28,"537,860",434,5,5,,,,8,56,"4,494",26,"35,700",17,https://propertydata.co.uk/draw?input=PL28
PL29,"615,714",402,2,7,,,,8,51,"1,060",26,"35,500",19,https://propertydata.co.uk/draw?input=PL29
PL30,"412,804",227,6,5,,,,6,36,"10,302",22,"38,200",8,https://propertydata.co.uk/draw?input=PL30
PL31,"211,053",193,12,8,,,,7,114,"14,575",17,"34,900",20,https://propertydata.co.uk/draw?input=PL31
PL32,"234,655",196,2,2,,,,8,77,"4,148",23,"36,700",12,https://propertydata.co.uk/draw?input=PL32
PL34,"347,973",244,2,6,,,,8,67,"1,755",20,"33,400",5,https://propertydata.co.uk/draw?input=PL34
PO1,"226,975",256,15,3,"1,030",5.4,36,12,282,"29,124",20,"33,000",36,https://propertydata.co.uk/draw?input=PO1
PO2,"218,361",206,32,10,792,4.4,100,10,124,"41,643",18,"39,900",15,https://propertydata.co.uk/draw?input=PO2
PO3,"250,800",234,18,12,,,,11,130,"19,664",19,"44,600",8,https://propertydata.co.uk/draw?input=PO3
PO4,"245,586",246,35,5,"1,309",6.4,32,11,99,"43,251",28,"45,600",7,https://propertydata.co.uk/draw?input=PO4
PO5,"228,418",268,22,3,"1,200",6.3,31,12,161,"30,248",30,"36,900",22,https://propertydata.co.uk/draw?input=PO5
PO6,"339,158",256,26,11,"1,055",3.7,,15,120,"40,649",22,"44,800",20,https://propertydata.co.uk/draw?input=PO6
PO7,"328,207",279,32,11,867,3.2,,12,90,"39,953",24,"46,900",15,https://propertydata.co.uk/draw?input=PO7
PO8,"373,530",304,19,8,"1,191",3.8,,12,66,"33,988",25,"48,400",13,https://propertydata.co.uk/draw?input=PO8
PO9,"305,956",278,28,8,880,3.5,44,11,141,"48,663",19,"40,800",29,https://propertydata.co.uk/draw?input=PO9
PO10,"420,883",346,14,6,,,,10,59,"18,268",35,"48,000",11,https://propertydata.co.uk/draw?input=PO10
PO11,"383,524",295,14,5,984,3.1,,14,78,"17,376",26,"39,300",8,https://propertydata.co.uk/draw?input=PO11
PO12,"224,225",235,40,10,723,3.9,42,12,104,"47,660",22,"43,700",14,https://propertydata.co.uk/draw?input=PO12
PO13,"277,945",245,31,15,909,3.9,,10,91,"34,786",20,"43,700",20,https://propertydata.co.uk/draw?input=PO13
PO14,"364,408",307,24,11,969,3.2,,12,68,"32,371",28,"50,300",10,https://propertydata.co.uk/draw?input=PO14
PO15,"343,158",300,19,7,906,3.2,81,11,56,"22,473",30,"54,700",10,https://propertydata.co.uk/draw?input=PO15
PO16,"288,261",289,28,11,824,3.4,,13,81,"32,612",27,"49,200",7,https://propertydata.co.uk/draw?input=PO16
PO17,"342,623",291,4,4,,,,12,66,"6,635",33,"57,300",14,https://propertydata.co.uk/draw?input=PO17
PO18,"523,611",360,13,6,"1,110",2.5,,15,79,"13,225",35,"49,200",13,https://propertydata.co.uk/draw?input=PO18
PO19,"379,589",359,23,5,"1,065",3.4,100,11,143,"30,184",34,"43,400",21,https://propertydata.co.uk/draw?input=PO19
PO20,"358,191",325,41,9,"1,108",3.7,100,12,68,"32,468",26,"39,400",10,https://propertydata.co.uk/draw?input=PO20
PO21,"278,583",291,33,7,872,3.8,40,11,124,"39,514",20,"35,000",9,https://propertydata.co.uk/draw?input=PO21
PO22,"359,742",314,26,8,"1,052",3.5,,10,83,"28,866",22,"39,300",9,https://propertydata.co.uk/draw?input=PO22
PO30,"249,624",214,20,6,640,3.1,,13,123,"29,068",22,"37,900",14,https://propertydata.co.uk/draw?input=PO30
PO31,"289,894",287,23,12,796,3.3,,12,58,"14,535",29,"42,900",7,https://propertydata.co.uk/draw?input=PO31
PO32,"212,911",227,8,9,,,,13,65,"8,016",20,"38,300",15,https://propertydata.co.uk/draw?input=PO32
PO33,"236,778",215,29,8,705,3.6,,14,99,"31,004",23,"36,500",10,https://propertydata.co.uk/draw?input=PO33
PO35,"392,742",327,7,8,,,,12,41,"3,657",27,"37,800",6,https://propertydata.co.uk/draw?input=PO35
PO36,"248,327",220,14,7,,,,14,89,"16,640",17,"33,200",11,https://propertydata.co.uk/draw?input=PO36
PO37,"245,836",222,9,6,,,,13,90,"9,211",18,"31,300",9,https://propertydata.co.uk/draw?input=PO37
PO38,"336,963",234,13,7,,,,12,77,"12,747",24,"35,100",12,https://propertydata.co.uk/draw?input=PO38
PO39,"278,942",229,4,10,,,,12,55,"2,528",25,"34,100",6,https://propertydata.co.uk/draw?input=PO39
PO40,"281,841",237,5,7,,,,12,78,"5,480",22,"34,100",13,https://propertydata.co.uk/draw?input=PO40
PO41,"209,145",296,3,7,,,,12,48,"2,183",28,"36,700",7,https://propertydata.co.uk/draw?input=PO41
PR1,"129,152",141,33,3,716,6.7,48,7,219,"72,090",23,"35,300",20,https://propertydata.co.uk/draw?input=PR1
PR2,"162,089",159,51,7,681,5.0,37,8,140,"77,773",24,"38,600",17,https://propertydata.co.uk/draw?input=PR2
PR3,"289,919",211,30,6,728,3.0,,5,66,"37,540",27,"43,700",6,https://propertydata.co.uk/draw?input=PR3
PR4,"243,597",202,47,8,703,3.5,100,8,74,"57,772",28,"43,600",7,https://propertydata.co.uk/draw?input=PR4
PR5,"175,167",182,33,12,617,4.2,,7,98,"40,861",23,"41,000",10,https://propertydata.co.uk/draw?input=PR5
PR6,"220,379",187,30,13,619,3.4,86,8,96,"34,638",28,"42,100",11,https://propertydata.co.uk/draw?input=PR6
PR7,"194,895",181,43,10,602,3.7,100,9,127,"55,672",26,"41,900",12,https://propertydata.co.uk/draw?input=PR7
PR8,"221,266",182,42,13,698,3.8,51,7,89,"53,869",28,"39,900",7,https://propertydata.co.uk/draw?input=PR8
PR9,"164,183",177,37,13,589,4.3,79,9,93,"42,857",25,"36,500",7,https://propertydata.co.uk/draw?input=PR9
PR25,"169,425",188,23,7,,,,6,131,"30,710",22,"41,600",16,https://propertydata.co.uk/draw?input=PR25
PR26,"265,011",201,10,7,,,,9,74,"15,387",23,"41,800",15,https://propertydata.co.uk/draw?input=PR26
RG1,"276,908",360,17,1,935,4.1,30,3,166,"43,085",43,"53,900",14,https://propertydata.co.uk/draw?input=RG1
RG2,"329,026",335,25,3,"1,026",3.7,27,3,116,"37,651",31,"50,700",26,https://propertydata.co.uk/draw?input=RG2
RG4,"501,189",416,34,7,964,2.3,28,3,47,"39,160",42,"63,300",7,https://propertydata.co.uk/draw?input=RG4
RG5,"396,317",386,18,8,980,3.0,,4,46,"25,444",33,"59,100",6,https://propertydata.co.uk/draw?input=RG5
RG6,"438,368",262,21,4,"1,181",3.2,23,4,55,"36,115",39,"66,800",3,https://propertydata.co.uk/draw?input=RG6
RG7,"490,823",372,23,7,"1,095",2.7,53,2,57,"31,465",31,"59,200",13,https://propertydata.co.uk/draw?input=RG7
RG8,"623,965",408,22,8,"1,194",2.3,31,2,39,"18,695",41,"64,100",8,https://propertydata.co.uk/draw?input=RG8
RG9,"641,513",542,24,4,"1,415",2.6,53,3,57,"23,030",45,"57,500",10,https://propertydata.co.uk/draw?input=RG9
RG10,"572,107",457,16,7,"1,195",2.5,34,4,48,"18,166",39,"68,300",9,https://propertydata.co.uk/draw?input=RG10
RG12,"310,220",349,38,5,932,3.6,36,4,83,"52,202",26,"54,400",25,https://propertydata.co.uk/draw?input=RG12
RG14,"287,616",337,27,4,895,3.7,97,3,91,"37,581",32,"54,900",18,https://propertydata.co.uk/draw?input=RG14
RG17,"410,008",342,11,6,978,2.9,,3,61,"15,143",31,"51,200",15,https://propertydata.co.uk/draw?input=RG17
RG18,"383,401",346,11,6,"1,108",3.5,,1,50,"19,719",31,"57,400",12,https://propertydata.co.uk/draw?input=RG18
RG19,"341,900",346,11,6,945,3.3,,2,70,"16,897",30,"55,200",13,https://propertydata.co.uk/draw?input=RG19
RG20,"552,704",355,10,6,"1,187",2.6,,5,37,"19,234",32,"61,100",14,https://propertydata.co.uk/draw?input=RG20
RG21,"238,794",305,16,4,884,4.4,46,2,175,"26,625",29,"53,000",22,https://propertydata.co.uk/draw?input=RG21
RG22,"304,304",320,29,11,902,3.6,67,4,79,"41,925",25,"56,900",22,https://propertydata.co.uk/draw?input=RG22
RG23,"401,415",330,10,12,,,,1,62,"12,114",28,"54,600",16,https://propertydata.co.uk/draw?input=RG23
RG24,"325,593",331,30,10,946,3.5,96,3,90,"31,487",31,"58,200",20,https://propertydata.co.uk/draw?input=RG24
RG25,"564,996",371,5,5,,,,4,79,"8,494",28,"57,200",13,https://propertydata.co.uk/draw?input=RG25
RG26,"405,343",339,14,7,942,2.8,,3,58,"22,373",33,"58,600",10,https://propertydata.co.uk/draw?input=RG26
RG27,"460,261",381,21,11,"1,029",2.7,60,4,60,"20,682",35,"62,300",11,https://propertydata.co.uk/draw?input=RG27
